article_id,title,body,link
401,NEW HELP IN DEALING WITH SUICIDE,"BOB saw no other alternative in life and decided, at the age of 21, to ''blow his brains out.'' His parents caught him loading the gun and took it away.",https://www.nytimes.com/1985/03/10/nyregion/new-help-in-dealing-with-suicide.html
402,A Series of Suicides Unnerves West Point,"WEST POINT, N.Y. — It is called “the gloom period,” when the pewter skies seem to mirror the gray fortresslike buildings on campus, and cadets hustle from class to class to avoid the cold winds whipping off the Hudson River.",https://www.nytimes.com/2009/02/22/nyregion/22west.html
403,Files for Suicide Bombers Show No Down Syndrome,"BAGHDAD  Psychiatric case files of two female suicide bombers who killed nearly 100 people in Baghdad this month show that they suffered from depression and schizophrenia but do not contain information indicating they had Down syndrome, American officials said Wednesday. ",https://www.nytimes.com/2008/02/21/world/middleeast/21iraq.html
404,Virginia Literary Journal Cancels Issue After Suicide,"The Virginia Quarterly Review, an award-winning literary journal, has canceled its winter issue and closed its offices after the suicide last month of its managing editor and a subsequent investigation by the University of Virginia, which operates the journal. According to his family, the editor, Kevin Morrissey, 52, had been the target of bullying by Ted Genoways, the journal’s top editor, who was on leave at the time of Mr. Morrissey’s death. Mr. Genoways has denied the accusation, and he told The Chronicle of Higher Education that Mr. Morrissey’s “long history of depression caused him trouble throughout his career.” Three of the five remaining staff members of the Review, based in Charlottesville, have removed their names from the masthead, said Carol Wood, a spokeswoman for the University of Virginia. “The staff has been through a lot, and they needed to step away and take some time,” Ms. Wood said.",https://www.nytimes.com/2010/09/01/books/01arts-VIRGINIALITE_BRF.html
405,PUTNAM STARTS A SUICIDE AWARENESS PROGRAM,State and local officials have begun an effort in suburban Putnam County to fight the growing number of teen-age suicides.,https://www.nytimes.com/1984/10/07/nyregion/putnam-starts-a-suicide-awareness-program.html
406,"At Japanese Cliffs, a Campaign to Combat Suicide","SAKAI, Japan  The towering cliffs of Tojimbo, with their sheer drops into the raging, green Sea of Japan, are a top tourist destination, but Yukio Shige had no interest in the rugged scenery. Instead, he walked along the rocky crags searching for something else: a lone human figure, usually sitting hunched at the edge of the precipice.",https://www.nytimes.com/2009/12/18/world/asia/18japan.html
407,Pro Athlete Commits Suicide,"Ricky Berry, a forward with the Sacramento Kings and the club's top draft pick last year, shot himself in the head today and died at his suburban home after a quarrel with his wife, authorities said.",https://www.nytimes.com/1989/08/15/sports/pro-athlete-commits-suicide.html
408,DEPRESSION: ELDERLY AND SINGLES SHOW UNEXPECTED STRENGTH,"WITH depression the most widespread emotional illness in the United States, the National Institute of Mental Health began a series of collaborative studies of thousands of people in the early 1970's to understand its basic nature and compare the many methods used to treat it. Although these research efforts will continue at least through the middle of this decade at university centers around the country, some startling findings have already emerged.",https://www.nytimes.com/1981/11/17/science/depression-elderly-and-singles-show-unexpected-strength.html
409,An Older Bipolar Drug Is Linked to Fewer Suicides in a Study,"Lithium, an old and inexpensive drug that has fallen out of favor with many psychiatrists, is better than the most commonly prescribed drug, Depakote, at preventing suicide in people who have manic-depressive illness, researchers are reporting.",https://www.nytimes.com/2003/09/17/us/an-older-bipolar-drug-is-linked-to-fewer-suicides-in-a-study.html
410,MENTAL DEPRESSION AND ITS TREATMENT: MYSTERIES ABOUND,''CANCER is the schizophrenia of the body just as schizophrenia is the cancer of the mind.'' This chilling statement has been indelibly etched in my memory ever since it was uttered by the novelist and social critic Norman Mailer in a discussion with the psychoanalyst Ronald Laing on television several years ago.,https://www.nytimes.com/1982/07/11/nyregion/mental-depression-and-its-treatment-mysteries-abound.html
411,DEPRESSION: ELDERLY AND SINGLES SHOW UNEXPECTED STRENGTH,"WITH depression the most widespread emotional illness in the United States, the National Institute of Mental Health began a series of collaborative studies of thousands of people in the early 1970's to understand its basic nature and compare the many methods used to treat it. Although these research efforts will continue at least through the middle of this decade at university centers around the country, some startling findings have already emerged.",https://www.nytimes.com/1981/11/17/science/depression-elderly-and-singles-show-unexpected-strength.html
412,"A Year Later, Trying to Comprehend a Young Hockey Player’s Suicide","Willy Alexander Thomas, a star junior forward, helped revive the hockey program at the Pennington School in New Jersey. He was also an integral part of a nationally ranked youth hockey team.",https://www.nytimes.com/2014/10/26/sports/hockey/a-year-later-trying-to-comprehend-a-young-hockey-players-suicide.html
413,Arguments in Case Involving Net and Suicide,"LOS ANGELES  Federal prosecutors in court on Wednesday depicted a woman accused of creating a phony account on MySpace to taunt a 13-year-old girl as cravenly preying on the “vulnerable” and “boy crazy” teenager, who had a history of depression and suicidal thoughts. ",https://www.nytimes.com/2008/11/20/us/20myspace.html
414,"Despite Army Efforts, Soldier Suicides Continue","FORT HOOD, Tex.  At 3:30 a.m. on a Saturday in August, Specialist Armando G. Aguilar Jr. found himself at the end of his short life. He was standing, drunk and weepy, in the parking lot of a Valero station outside Waco, Tex. He had jumped out of his moving pickup. There was a police officer talking to him in frantic tones. Specialist Aguilar held a pistol pointed at his head.",https://www.nytimes.com/2010/10/11/us/11suicides.html
415,"Body of Depressed New Mother Found, Apparently a Suicide","The disappearance of a 33-year-old woman from her home in Wading River on Monday was solved early this morning when her body was found on a nearby beach. She had apparently committed suicide, the police said.",https://www.nytimes.com/1997/02/05/nyregion/body-of-depressed-new-mother-found-apparently-a-suicide.html
416,CATCHING THEM BEFORE SUICIDE,"With more and more children committing suicide, child psychiatrists are pursuing new ways to diagnose and treat serious depression among the young.",https://www.nytimes.com/1979/01/14/archives/catching-them-before-suicide.html
417,Teenagers Say Depression and Anxiety Are Major Issues Among Their Peers,"Most American teenagers — across demographic groups — see depression and anxiety as major problems among their peers, a new survey by the Pew Research Center found.",https://www.nytimes.com/2019/02/20/health/teenage-depression-statistics.html
418,TESTIMONY CHALLENGES CLERICS IN SUICIDE CASE,Witnesses for a couple who are suing a fundamentalist church over their son's death have testified that church counselors neglected their duty when they failed to warn the young man's doctors and family about his suicidal tendency.,https://www.nytimes.com/1985/05/05/us/testimony-challenges-clerics-in-suicide-case.html
419,Police Call Deaths Murder-Suicide,"A 41-year-old Brooklyn man fatally shot his 21-year-old son in the bathtub of their apartment, then went to the bedroom and appeared to have shot himself, the authorities said yesterday. ",https://www.nytimes.com/2007/07/01/nyregion/01murder.html
420,Guns Used More for Suicide Than Homicide,"With the homicide rate down sharply since the early 1990's, the number of Americans who commit suicide with guns each year now far surpasses those who are killed by others with firearms, Government statistics show.",https://www.nytimes.com/1999/10/17/us/guns-used-more-for-suicide-than-homicide.html
421,A Silent Killer of Women — Suicide,"There is an epidemic silent killer of women and girls in the developing world that nobody is talking about and it’s not malaria, HIV, or childbirth. The leading killer of girls and women of childbearing age (15-49) in countries like India and Nepal is, actually, suicide. A 2013 British Medical Journal analysis estimates a 126 percent rise in suicide among women between 1990 and 2010.",https://kristof.blogs.nytimes.com/2014/03/06/a-silent-killer-of-women-suicide/
422,A New Effort On Suicides By Officers,"Two days after an eighth New York City police officer took his own life this year, Police Commissioner Raymond W. Kelly announced a stepped-up campaign to detect the warning signs and help officers at risk of suicide.",https://www.nytimes.com/1993/11/23/nyregion/a-new-effort-on-suicides-by-officers.html
